事業單位名稱(負責人姓名),違反法令條款,違反法規內容,處分書文號,處分日期,備註,,,
晨興企業股份有限公司,勞動基準法第43條,勞工因請假應給之假期及事假以外期間內工資給付之最低標準,府授社勞資字第10401321511號,104年7月27日,,,,
王志成,勞動基準法第23條第2項、第30條第5項,未置備工資清冊，並將發放之工資、工資計算項目及工資總額等事項記入；雇主未置備勞工簽到簿或出勤卡，逐日記載勞工出勤情形,府授社勞資字第10401530191、府授社勞資字第1040153019號,104年8月24日,,,,
信亞人力派遣股份有限公司,勞動基準法第24條,延長時間未依規定加給工資及無補休,府授社勞資字第10401562140號,104年9月3日,,,,
國偉股份有限公司,勞動基準法第30條第5項,未依規定將勞工簽到簿或出勤簿卡保存一年,府授社勞資字第1040152610號,104年9月2日,,,,
台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,勞動基準法第24條,延長時間未依規定加給工資,府授社勞資字第1040152293號,104年9月8日,,,,
私立大德護理之家,勞動基準法第32條第2項、第24條,延長時間超過法定規定、延長時間未依規定加給工資,府授社勞資字第1040155567、10401555671號,104年9月14日,,,,
私立大恩精神護理之家,勞動基準法第32條第2項、第24條,延長時間超過法定規定、延長時間未依規定加給工資,府授社勞資字第1040155702、10401557021號,104年9月14日,,,,
萬和汽車貨運有限公司,勞動基準法第24條,延長工時工資未依法給付,府授社勞資字第1040167363號,104年9月14日,,,,
私立蒜頭幼稚園,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1040166862號,104年9月14日,,,,
台灣佳能股份有限公司,勞動基準法70條,工作規則未向主管機關核備,府授社勞資字第1040153373號,104年9月14日,,,,
雍御企業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1040168822號,104年9月17日,,,,
東峰股份有限公司,勞動基準法第36條,未每七日中至少有一日之休息，作為例假,府授社勞資字第1040175679號,104年9月30日,,,,
再興液化分裝場股份有限公司,勞動基準法第21條第1項,工資由勞雇雙方議定之。但不得低於基本工資。,府授社勞資字第1040167399號,104年9月21日,,,,
上評科技實業股份有限公司,勞動基準法第24、第32條,延長時間未依規定加給工資、延長時間超過法定規定,府授社勞資字第10401751031、14040175103號,104年10月1日,,,,
柏豐企業有限公司,性別工作平等法第11條,懷孕期間終止勞動契約懷孕歧視,府授社勞資字第1040191310號,104年10月28日,,,,
康林人力資源顧問股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1040164292號,104年9月11日,,,,
中華郵政股份有限公司嘉義郵局,勞動基準法第24條、第30條第5項,未依規定給付延長工作時間之工資；未置備勞工簽到簿或出勤卡，逐日記載勞工出勤情形,府授社勞資字第1040195947號、府授社勞資字第10401959471號,104年10月30日,,,,
嘉明海運股份有限公司,勞動基準法第30條第5項,未置備勞工簽到簿或出勤卡，逐日記載勞工出勤情形,府授社勞資字第1040174641號,104年10月13日,,,,
穀盛股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1040207208號,104年11月13日,,,,
茗滿天下國際茶葉股份有限公司,勞動基準法第36條,未每七日中至少有一日之休息，作為例假,府授社勞資字第1040207310號,104年11月20日,,,,
三太造機廠股份有限公司,勞動基準法第36條,未每七日中至少有一日之休息，作為例假,府授社勞資字第1040199801號,104年11月6日,,,,
賴炳輝即晶華傢俱行,勞動基準法第24條、第39條,未依規定給付延長工作時間之工資；未給付國定應放假日工資加倍發給及特別休假工資給付均不足額,府授社勞資字第1040214243號、府授社勞資字第10402142431號,104年11月27日,,,,
中連汽車貨運股份有限公司,勞動基準法第24條、第30條第5項、第39條,未依規定給付延長工作時間之工資；未置備勞工簽到簿或出勤卡，逐日記載勞工出勤情形；未給付國定應放假日工資加倍發給及特別休假工資給付均不足額,府授社勞資字第1040213168號、府授社勞資字第1040218861號、府授社勞資字第10402131683號,104年11月30日,,,,
福義軒食品廠有限公司,勞動基準法第24條、第32條第2項  ,未依規定給付延長工作時間之工資；延長時間超過法定規定,府授社勞資字第1040206742號、府授社勞資字第10402067421號,104年11月23日,,,,
新玉山莊實業行,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1040208534號,104年11月18日,,,,
嘉洲大旅社股份有限公司,勞動基準法第36條,未每七日中至少有一日之休息，作為例假,府授社勞資字第1040204167號,104年11月16日,,,,
太天興業有限公司,勞動基準法第24條、第32條第2項  ,未依規定給付延長工作時間之工資；延長時間超過法定規定,府授社勞資字第1040198351號、府授社勞資字第10401983511號,104年11月06日,,,,
美儷閣實業有限公司,勞動基準法第36條,未每七日中至少有一日之休息，作為例假,府授社勞資字第1040197905號,104年11月11日,,,,
東宏工業社,勞動基準法第35條,未讓勞工四小時有30分鐘之休息,府授社勞資字第1040197967號,104年11月11日,,,,
億東企業股份有限公司,勞動基準法第36條,未每七日中至少有一日之休息，作為例假,府授社勞資字第1040196037號,104年11月03日,,,,
興久有限公司,勞動基準法第22條第2項,未全額給付工資給勞工,府授社勞資字第1040196927號,104年11月03日,,,,
嘉里大榮物流股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1040207805號,104年11月26日,,,,
邱徐丹琴即嘉義縣私立松柏老人養護中心,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1040218862號,104年11月30日,,,,
華邦國際工業股份有限公司,勞動基準法第22條第2項,未全額給付工資給勞工,府授社勞資字第1040215273號,104年12月04日,,,,
林家米即家米企業社,勞動基準法第21條第1項、第24條,未依勞動基準法第21條第1項規定給付工資；未依規定給付延長工作時間之工資,府授社勞資字第1040223351號、府授社勞資字第10402233511號,104年12月09日,,,,
金龍冠食品股份有限公司,勞動基準法第22條第2項、第32條第2項,未全額給付工資給勞工；延長時間超過法定規定,府授社勞資字第1040219122號、府授社勞資字第10402191221號,104年12月14日,,,,
先鋒保全股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1040228562號,104年12月14日,,,,
佑螢股份有限公司,勞動基準法第21條第1項、第24條,未依勞動基準法第21條第1項規定給付工資；未依規定給付延長工作時間之工資,府授社勞資字第1040237311號、府授社勞資字第10402373111號,104年12月28日,,,,
財團法人天主教會嘉義教區附設嘉義縣震旦幼兒園,勞動基準法第35條,未讓勞工四小時有30分鐘之休息,府授社勞資字第1040220881號,104年12月29日,,,,
欣巨洋企業社,勞動基準法第21條第1項,未依勞動基準法第21條第1項規定給付工資,府授社勞資字第1040240694號,104年12月30日,,,,
黃健智即振義商店,勞動基準法第30條第5項,未置備出勤紀錄,府授社勞資字第1040240993號,104年12月30日,,,,
仁義湖岸大酒店有限公司,勞動基準法第49條第1項、第70條,未依規定使女工晚間上班。未核備工作規則。,府授社勞資字第1040234506號、府授社勞資字第10402345061號,104年12月30日,,,,
能廣興業有限公司,勞動基準法21條第1項,未依規定給付基本工資,府授社勞資字第1050019079號,105年1月30日,,,,
漢衛保全股份有限公司,勞動基準法21條第1項,未依規定給付基本工資,府授社勞資字第1040242779號,105年1月5日,,,,
京城商業銀行股份有限公司,勞動基準法24條,未依規定給付延長工作時間之工資,府授社勞資字第1050005251號,105年1月11日,,,,
王文禎即嘉義縣私立福安長期照顧中心,勞動基準法第21條第1項,未給予勞工工資達基本工資以上,府授社勞資字第1050010437號,105年1月20日,,,,
阿里山賓館股份有限公司,勞動基準法第30條第5項,未逐日記載勞公支出勤情形至分鐘,府授社勞資字第1050004823號,105年1月8日,,,,
中華郵政股份有限公司,勞動基準法35條,勞工繼續工作四小時未休息30分鐘,府授社勞資字第1050020384號,105年2月1日,,,,
ㄧ帆股份有限公司,勞動基準法第24條、第39條,未依規定給付延長工作時間之工資；未依規定給付特別休假工資給付不足額,"府授社勞資字第1050017222號        
府授社勞資字第10500172221號",105年2月2日,,,,
欽瑞工業股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050026229號,105年2月15日,繳款，結案,,,
新灃企業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050032994號,105年2月24日,,,,
臺中榮民總醫院嘉義分院,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050034498號,105年2月24日,,,,
名都觀光渡假大飯店股份有限公司,勞動基準法第24條、第49條第1項,未依規定給付延長工作時間之工資；未依規定使女工夜間工作,府授社勞資字第1050026747號、府授社勞資字第10500267471號,105年3月.2日,繳款，結案,,,
嘉義縣私立大林老人養護中心,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第 1050034284號,105年3月3日,繳款，結案,,,
德瑋層塑有限公司,勞動基準法第23條第2項,未置備勞工工資清冊,府授社勞資字第1050024791號,105年2月17日,,,,
凱富土木工程有限公司,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050039022號,105年3月07日,,,,
嘉良特化股份有限公司,勞動基準法24條,未依規定給付延長工作時間之工資,府授社勞資字第1050039367號,105年3月9日,,,,
冠圓科技有限公司,勞動基準法24條,未依規定給付延長工作時間之工資,府授社勞資字第1050056754號,105年3月25日,,,,
冠圓科技有限公司,勞動基準法70條,未核備工作規則,府授社勞資字第10500567541號,105年3月25日,,,,
友良高科技紡織股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第 1050057972號,105年3月31日,繳款，結案,,,
保證責任嘉義縣六合全漁業生產合作社,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050045252號,105年3月17日,,,,
有光工業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050069938號,105年4月18日,繳款，結案,,,
長庚醫療財團法人嘉義長庚紀念醫院,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050070193號,105年4月18日,繳款，結案,,,
奕鼎五金企業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050068767號,105年4月22日,繳款，結案,,,
元利開發股份有限公司,勞動基準法第30條第5項,未逐日記載勞公支出勤情形至分鐘,府授社勞資字第1050076065號,105年4月27日,,,,
春輝產業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050076000號,105年4月27日,,,,
高旺螺絲有限公司,勞動基準法第21條第1項,未依規定給付基本工資,府授社勞資字第1050082038號,105年4月28日,,,,
永勝藥品工業股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050084542號,105年5月6日,,,,
振義商店,勞動基準法第23條第2項,未依規定置備薪資明細,府授社勞資字第1050095457號,105年5月18日,,,,
台灣新日化股份有限公司,勞動基準法第30條第5項,未設置勞工簽到簿或出勤卡紀錄,府授社勞資字第1050084195號,105年5月10日,,,,
福義軒食品廠有限公司,勞動基準法第32條第2項,工作時間(加班時數)超過法定1個月46小時,府授社勞資字第1050086289號,105年5月10日,,,,
李文華即高山青大飯店,勞動基準法第39條,休假日工作未給予加倍工資,府授社勞資字第1050095464號,105年5月16日,,,,
翰陽開發股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050096631號,105年5月25日,,,,
天恩食品有限公司,勞動基準法第27條,違反限期給付工資命令,府授社勞資字第1050100930號,105年5月29日,,,,
詠晟營造有限公司 ,勞動基準法第30條第6項,未逐日記載勞工實際出勤情形至分鐘為止,府授社勞資字第1050113966號,105年6月15日,,,,
合聖鋼鐵有限公司,勞動基準法第30條第6項,未逐日記載勞工實際出勤情形至分鐘為止,府授社勞資字第1050111772號,105年6月15日,,,,
豐華食品機械有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050124673號,105年7月1日,,,,
春億彩藝股份有限公司,勞動基準法第32條第2項,延長工作時間超過法定1個月46小時,府授社勞資字第1050105867號,105年6月2日,,,,
阿里山東方明珠國際大飯店股份有限公司,勞動基準法第49條第1項,使女工於午後十時至翌晨六時之時間內工作,府授社勞資字第1050119922號,105年6月27日,,,,
阿里山東方明珠國際大飯店股份有限公司,勞動基準法第70條,未訂立工作規則，報請主管機關核備後並公開揭示之,府授社勞資字第10501199221號,105年6月27日,,,,
廣璋實業股份有限公司,勞動基準法第70條,未訂立工作規則，報請主管機關核備後並公開揭示之,府授社勞資字第1050135819號,105年7月20日,,,,
胡景溱即聯明企業社,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050134901號,105年7月20日,,,,
指入有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050134111號,105年7月20日,繳款，結案,,,
指入有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第10501341111號,105年7月20日,繳款，結案,,,
指入有限公司,勞動基準法第37條,未依規定應放假之日未予休假,府授社勞資字第10501341112號,105年7月20日,繳款，結案,,,
昌廣有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050131499號,105年7月20日,,,,
威盛加油站有限公司,勞動基準法第22條第2項,工資未全額直接給付勞工,府授社勞資字第1050135171號,105年7月20日,,,,
威盛加油站有限公司,勞動基準法第39條,國定應放假日工資未依規定加倍發給,府授社勞資字第10501351711號,105年7月20日,,,,
億德玻璃股份有限公司,勞動基準法第21條第1項,未依勞動基準法第21條第1項規定給付工資                       ,府授社勞資字第 1050130581號,105年7月20日,,,,
億德玻璃股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第 10501305811號,105年7月20日,,,,
億德玻璃股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第 10501305812號,105年7月20日,,,,
正隆股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050143133號,105年7月29日,,,,
天珩機械股份有限公司,勞動基準法第70條,未訂立工作規則，報請主管機關核備後並公開揭示之,府授社勞資字第1050146763號,105年8月3日,,,,
德昌營造股份有限公司 ,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050147542號,105年8月3日,,,,
江亭儀即嘉義縣私立一之一幼兒園,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050148820號,105年8月5日,,,,
賀聲樂器股份有限公司,勞動基準法第70條,工作規則未向主管機關核備,府授社勞資字第 1050142716號,105年8月9日,,,,
雍御企業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050150776號,105年8月9日,,,,
智強科技精密股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050153664號,105年8月10日,,,,
光興塑膠機械場股份有限公司,勞動基準法第70條,工作規則未向主管機關核備,府授社勞資字第1050152939號,105年8月10日,,,,
伯崇科技股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050152615號,105年8月11日,,,,
乾泰企業有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050154861號,105年8月17日,,,,
金鼎鑄造股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050159787號,105年8月23日,繳款，結案,,,
老楊食品股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050159332號,105年9月5日,,,,
老楊食品股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第10501593321號,105年9月5日,,,,
欣業企業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050168281號,105年9月5日,,,,
隆華螺絲工廠股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第10501739811號,105年9月6日,,,,
隆華螺絲工廠股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050173981號,105年9月6日,,,,
重宙企業股份有限公司,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050173285號,105年9月6日,,,,
偉詳工業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050176064號,105年9月10日,,,,
百隆企業社,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050174504號,105年9月7日,,,,
百隆企業社,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第10501745041號,105年9月7日,,,,
嘉鉞不銹鋼有限公司,勞動基準法第32條第2項,工作時間(加班時數)超過法定一個月46小時,府授社勞資字第1050139835號,105年7月28日,,,,
月灣企業有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050143833號,105年8月3日,,,,
天恩食品有限公司,勞動基準法第27條,違反限期給付工資命令,府授社勞資字第1050149029號,105年8月11日,,,,
天恩食品有限公司,勞動基準法第27條,違反限期給付工資命令,府授社勞資字第1050168305號,105年9月5日,,,,
福義軒食品廠有限公司,勞動基準法第32條第2項,工作時間(加班時數)超過法定一個月46小時,府授社勞資字第1050169718號,105年9月9日,,,,
富翔股份有限公司,勞動基準法第70條,未訂立工作規則，報請主管機關核備後並公開揭示之,府授社勞資字第1050185217號,105年9月26日,,,,
嘉義鋼鐵股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050183634號,105年9月26日,,,,
嘉義鋼鐵股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第10501836341號,105年9月26日,,,,
名洋股份有限公司,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050185880號,105年09月29日,,,,
勤築企業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050186857號,105年10月3日,,,,
兆赫電子股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050190092號,105年10月6日,,,,
味全食品工業股份有限公司 ,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050190288號,105年10月6日,,,,
味全食品工業股份有限公司?,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第10501902881號,105年10月6日,,,,
信鼎工程顧問股份有限公司,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050194665號,105年10月11日,,,,
嘉里大榮物流股份有限公司,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050201166號,105年10月21日,,,,
王文禎即嘉義縣私立福安長期照顧中心,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050199956號,105年10月21日,,,,
樺正實業股份有限公司,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050196653號,105年10月17日,,,,
乾佑工業股份有限公司,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,府授社勞資字第1050183436號,105年10月12日,,,,
金龍冠食品股份有限公司,勞動基準法第22條第2項,工資未全額給付給勞工,府授社勞資字第1050194732號,105年10月12日,,,,
金龍冠食品股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第10501947321號,105年10月12日,,,,
天恩食品有限公司,勞動基準法第27條,違反限期給付工資命令,府授社勞資字第1050198290號,105年10月17日,,,,
后政企業有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第1050254037號,106年1月4日,,,,
施怡如即宜昌企業,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第1050255018號,106年1月4日,,,,
陸弘股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1050255992號,106年1月5日,,,,
陸弘股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第10502559921號,106年1月5日,,,,
陸弘股份有限公司,勞動基準法第36條,未依規定使勞工每七日中至少有一日休息作為例假,府授社勞資字第10502559922號,106年1月5日,,,,
大同鋁業股份有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1060016606號,106年1月25日,,,,
大同鋁業股份有限公司,勞動基準法第32條第2項,延長時間超過法定規定,府授社勞資字第10600166061號,106年1月25日,,,,
薩摩亞商錦繡前程有限公司,勞動基準法第24條,未依規定給付延長工作時間之工資,府授社勞資字第1060013274號,106年1月24日,,,,
