C15,嘉義縣民雄鄉福樂社區發展協會,簡啟仁,民雄鄉福樂村31鄰新生一街1號2樓,
C16,嘉義縣民雄鄉興中社區發展協會,劉志哲,民雄鄉興中村江厝仔12鄰27號,05-2217389
C17,嘉義縣民雄鄉雙福社區發展協會,劉新忠,民雄鄉雙福村42-12號,05-2213722
C18,嘉義縣民雄鄉福興社區發展協會,張榮祿,民雄鄉福興村6鄰60號,05-2217506
C19,嘉義縣民雄鄉文隆社區發展協會,何?南,民雄鄉文隆村9鄰56-2號,05-2063850
C20,嘉義縣民雄鄉金興社區發展協會,羅偉菘,民雄鄉金興村頭橋228－43號,05-2203579
C21,嘉義縣民雄鄉興南社區發展協會,黃永裕,民雄鄉興南村2鄰97號,05-2219380
C22,嘉義縣民雄鄉東湖社區發展協會,林滄浪,民雄鄉東湖村174號,05-2264465 05-2263580
C23,嘉義縣民雄鄉三興社區發展協會,曹金菊,民雄鄉三興村7鄰150號,
C24,嘉義縣民雄鄉東榮社區發展協會,楊尚朋,民雄鄉東榮村文化路30－29號4樓之4,05-2069149
C25,嘉義縣民雄鄉松山社區發展協會,楊文嘉,民雄鄉松山村東湖仔31號,05-2720220
C26,嘉義縣民雄鄉豐收社區發展協會,劉萬重,民雄鄉豐收村148-1號,05-2261587
C27,嘉義縣民雄鄉中樂社區發展協會,洪源漳,民雄鄉中樂村民族路32號,05-2263134
C28,嘉義縣民雄鄉西安社區發展協會,劉白菊,民雄鄉西安村西安路46號之1,05-2263035
D01,嘉義縣溪口鄉妙崙社區發展協會,張文昇,溪口鄉妙崙村6鄰下崙32號,05-2692685
D02,嘉義縣溪口鄉柳溝社區發展協會,曾同卿,溪口鄉柳溝村4鄰阿連庄46-1號(阿連庄社區活動中心),05-2692780
D03,嘉義縣溪口鄉疊溪社區發展協會,劉慶維,溪口鄉疊溪村5鄰三疊溪10-1號(社區活動中心),05-2653038
D04,嘉義縣溪口鄉柴林社區發展協會,王日生,溪口鄉柴林村13鄰柴林腳25-1號(柴林社區活動中心),05-2695383
D05,嘉義縣溪口鄉游西社區發展協會,孫文信,溪口鄉游西村潭肚寮2鄰56號,05-2691872
D06,嘉義縣溪口鄉溪東社區發展協會,謝陸成,溪口鄉溪東村7鄰中正路133號,05-2691620
D07,嘉義縣溪口鄉溪北社區發展協會,鄭道雄,溪口鄉溪北村溝明30號,05-2691723
D08,嘉義縣溪口鄉本厝社區發展協會,葉得祿,溪口鄉本厝村9鄰本廳60號,05-2691715
D09,嘉義縣溪口鄉林腳社區發展協會,陳志豪,溪口鄉林腳村4鄰柴林腳42-1號,05-2692556
D10,嘉義縣溪口鄉坪頂社區發展協會,張水木,溪口鄉坪頂村下坪10-1號,05-2693918
D11,嘉義縣溪口鄉游東社區發展協會,邱茂森,溪口鄉游東村10鄰游厝庄73-1號,05-2693011
D12,嘉義縣溪口鄉溪西社區發展協會,陳獻仁,溪口鄉溪西村民生街166號(社區活動中心),05-2696106
D13,嘉義縣溪口鄉美南社區發展協會,陳志忠,溪口鄉美南村崙尾135號,05-2691378
D14,嘉義縣溪口鄉美北社區發展協會,陳德原,溪口鄉美北村9鄰崙尾48-1號,05-2693553
E01,嘉義縣新港鄉海瀛社區發展協會,方俊生,新港鄉海瀛村9鄰海豐子5號附1,05-3746081
E02,嘉義縣新港鄉安和社區發展協會,吳崑崗,新港鄉安和村16鄰16-1號,05-3772152
E03,嘉義縣新港鄉板頭社區發展協會,蘇維國,新港鄉板頭村5鄰17-1號,05-7810776
E04,嘉義縣新港鄉潭大社區發展協會,江錦澤,新港鄉潭大村1鄰8號之1,05-3745734
E05,嘉義縣新港鄉崙子社區發展協會,黃建智,新港鄉南崙村1鄰崙子92號,05-3760388
E06,嘉義縣新港鄉西庄社區發展協會,陳正雄,新港鄉西庄村7鄰西庄65號,
E07,嘉義縣新港鄉埤子社區發展協會,簡茂炎,新港鄉埤子村7鄰埤子頭1號,05-3760930
E08,嘉義縣新港鄉共和社區發展協會,何花,新港鄉共和村集會所(共和村2鄰董厝九號),05-7811469
E09,嘉義縣新港鄉大潭社區發展協會,林東義,新港鄉大潭村17鄰33號附1,
E10,嘉義縣新港鄉中洋社區發展協會,江郭彩碧,新港鄉中洋村4鄰100號-1,05-3772033
E11,嘉義縣新港鄉南港社區發展協會,程良驥,新港鄉南港村12鄰大崙36號,
E12,嘉義縣新港鄉古民社區發展協會,郭忠和  ,新港鄉古民村18鄰71-3號,05-3743946
E13,嘉義縣新港鄉月眉社區發展協會,林明建,新港鄉月眉村15鄰月眉潭121-9號,05-3771613 05-3771378
E14,嘉義縣新港鄉月潭社區發展協會,李冠樟,新港鄉月潭村1鄰月眉潭189號,05-3772139
E15,嘉義縣新港鄉中庄社區發展協會,張吳叔貞,嘉義縣新港鄉中庄村6鄰30-1號,05-3741137
E16,嘉義縣新港鄉溪北社區發展協會,李明棟,新港鄉溪北村14鄰116號之1,05-3771869
E17,嘉義縣新港鄉菜公社區發展協會,何燦淵,新港鄉菜公村1鄰咬仔竹41號,05-3772282
E18,嘉義縣新港鄉三間社區發展協會,張國耀,新港鄉三間村3鄰三間厝59-1號,05-3773045
E19,嘉義縣新港鄉馨園社區發展協會,朱家萱,新港鄉宮前村公園路28-1號4樓,05-3741007
E20,嘉義縣新港鄉北崙社區發展協會,王國正,新港鄉北崙村11鄰72號,05-3760285
F01,嘉義縣六腳鄉大橋頭社區發展協會,陳明駿,六腳鄉正義村大橋頭212號,05-3790581
F02,嘉義縣六腳鄉正義社區發展協會,侯正用,六腳鄉正義村5鄰25之2號,05-3797844
F03,嘉義縣六腳鄉兩溪社區發展協會,侯昌明,六腳鄉正義村下雙溪52之1號,05-3795169
F04,嘉義縣六腳鄉潭墘社區發展協會,陳賢貴,六腳鄉潭墘村4鄰31號,05-3804499
F05,嘉義縣六腳鄉灣北社區發展協會,蔡永輝,六腳鄉灣北村11鄰191號,05-3802803
F06,嘉義縣六腳鄉崙陽社區發展協會,阮德祿,六腳鄉崙陽村8鄰崙子98號,05-7810517
F07,嘉義縣六腳鄉灣南社區發展協會,趙素娟,六腳鄉灣南村8鄰28號,05-3800065
F08,嘉義縣六腳鄉港美社區發展協會,黃建瑩,六腳鄉港美村12鄰90之1號,05-3805779
F09,嘉義縣六腳鄉豐美社區發展協會,高素娟,六腳鄉豐美村3鄰209號之1,05-3800389
F10,嘉義縣六腳鄉塗師社區發展協會,林節,六腳鄉塗師村6鄰36號之1號,05-3804476
F11,嘉義縣六腳鄉溪厝社區發展協會,陳勝男,六腳鄉溪厝村77號,05-3801546
F12,嘉義縣六腳鄉蒜南社區發展協會,黃金發,六腳鄉蒜南村11鄰455號,05-3800946
F13,嘉義縣六腳鄉崩山社區發展協會,謝英彬,六腳鄉崩山村5鄰45號,05-3780211
F14,嘉義縣六腳鄉雙涵社區發展協會,陳鶴松,六腳鄉雙涵村42-1號,05-3802168 05-3800325
F15,嘉義縣六腳鄉蒜頭社區發展協會,黃永?,六腳鄉蒜頭村 13鄰187號  ,05-3801426
F16,嘉義縣六腳鄉更寮社區發展協會,李崑?,六腳鄉更寮村2鄰34號之1,05-3700111
F17,嘉義縣六腳鄉蘇厝社區發展協會,姚蔡春美,六腳鄉蘇厝村1鄰82號(蘇厝社區活動中心),05-7811529
F18,嘉義縣六腳鄉竹本社區發展協會,陳建助,六腳鄉竹本村10鄰74號,05-3781789
F19,嘉義縣六腳鄉六腳社區發展協會,陳餘慶,六腳鄉六腳村1鄰10號(六腳文化中心),05-3781282
F20,嘉義縣六腳鄉六南社區發展協會,楊益,六腳鄉六南村5鄰234號,05-3781216
F21,嘉義縣六腳鄉蒜東社區發展協會,黃秋萍,六腳鄉蒜東村225-1號,05-3802373
F22,嘉義縣六腳鄉六斗社區發展協會,康金目,六腳鄉六斗村2鄰六斗尾14號,05-7812609
F23,嘉義縣六腳鄉工廠社區發展協會,黃培怡,六腳鄉工廠村8鄰136之25號,05-3801283
F24,嘉義縣六腳鄉魚寮社區發展協會,洪振興,六腳鄉魚寮村1-1號,05-3780647
F25,嘉義縣六腳鄉永賢社區發展協會,呂文彬,六腳鄉永賢村4鄰161號,05-3780266
F26,嘉義縣六腳鄉新厝社區發展協會,吳長法,六腳鄉六斗村9鄰新厝2-1號,05-7812942
F27,嘉義縣六腳鄉三義社區發展協會,黃英文,六腳鄉三義村6鄰78號,05-3804157
F28,嘉義縣六腳鄉古林社區發展協會,郭文雄,六腳鄉古林村164號,05-3702606
F29,嘉義縣六腳鄉頂寮社區發展協會,黃鏘樂,六腳鄉豐美村192之1號,05-3804198
G01,嘉義縣東石鄉蔦松社區發展協會,余仁仲,東石鄉蔦松村44號,05-3794817
G02,嘉義縣東石鄉溪下社區發展協會,張居雙,東石鄉溪下村6鄰74號之1,05-3601663
G03,嘉義縣東石鄉港口社區發展協會,鄭文斌,東石鄉港口村4鄰25號,05-3601673
G04,嘉義縣東石鄉四股社區發展協會,林源振,東石鄉鰲鼓村10鄰四股1號,05-3602112
G05,嘉義縣東石鄉港墘社區發展協會,林錦龍,東石鄉港墘村102-3號,05-3702718
G06,嘉義縣東石鄉東崙社區發展協會,鄭碧雲,東石鄉東崙村9鄰25之1號,05-3450452
G07,嘉義縣東石鄉圍潭社區發展協會,林讚,東石鄉圍潭村1鄰22號,05-3791028
G08,嘉義縣東石鄉洲仔社區發展協會,鄭春喬   ,東石鄉洲仔村4鄰35號,05-3799170
G09,嘉義縣東石鄉三家社區發展協會,蔡中和,東石鄉三家村9鄰88號,05-3734658
G10,嘉義縣東石鄉中洲社區發展協會,周惠賢,東石鄉東崙村4鄰中洲29號之19,05-3453616
G11,嘉義縣東石鄉海埔社區發展協會,鄭國華,東石鄉海埔村2鄰14-2號,05-3732966
G12,嘉義縣東石鄉西崙社區發展協會,莊瑞源,東石鄉西崙村4鄰97-1號,05-3450360
G13,嘉義縣東石鄉型厝社區發展協會,蔡明墀,東石鄉型厝村17鄰64號,05-3730653
G14,嘉義縣東石鄉東石社區發展協會,黃明雄,東石鄉東石35之5號,05-3730959
G15,嘉義縣東石鄉白水湖社區發展協會,蕭榮馨,東石鄉掌潭村10鄰白水湖44號,05-3450680       
G16,嘉義縣東石鄉掌潭社區發展協會,林文達,東石鄉掌潭村16號,05-2361411
G17,嘉義縣東石鄉塭港社區發展協會,蔡明源,東石鄉塭港村1鄰165號,05-3732835    
G18,嘉義縣東石鄉塭仔社區發展協會,陳俊旭,東石鄉塭仔村12鄰15-1號,05-3454252
G19,嘉義縣東石鄉鰲鼓社區發展協會,蔡水圳,東石鄉鰲鼓村9鄰11號,05-3601788
G20,嘉義縣東石鄉網寮社區發展協會,戴建智,東石鄉網寮村14之1號,05-3453061
G21,嘉義縣東石鄉副瀨社區發展協會,蔡相林,東石鄉副瀨村1鄰18號,05-3732205
G22,嘉義縣東石鄉龍港社區發展協會,蔡武哲,東石鄉龍港村13鄰105號,05-3732469
G23,嘉義縣東石鄉永屯社區發展協會,李永漢,東石鄉永屯村6鄰43號,05-3733267
G24,嘉義縣東石鄉猿樹社區發展協會,吳文琛,東石鄉猿樹村11鄰228-2號,05-3730286
G25,嘉義縣東石鄉下楫社區發展協會,蘇金福,東石鄉下楫村16鄰88號之3,05-3601942
G26,嘉義縣東石鄉頂楫社區發展協會,郭明洞,東石鄉頂楫村1鄰2號,05-3601596
H01,嘉義縣義竹鄉東榮社區發展協會,丁翁水珠,義竹鄉東光村9鄰東後寮169號,05-3420815
H02,嘉義縣義竹鄉東光社區發展協會,趙崇福,義竹鄉東光村9鄰東後寮169號,05-3420845
H03,嘉義縣義竹鄉溪洲社區發展協會,王憶如,義竹鄉溪洲村10鄰13號,05-3420257
H04,嘉義縣義竹鄉西過社區發展協會,郭文良,義竹鄉西過村14鄰312號,05-3437063
H05,嘉義縣義竹鄉傳芳社區發展協會,翁彭壽,義竹鄉傳芳村471-40號,05-3414761
H06,嘉義縣義竹鄉新店社區發展協會,洪金桃,義竹鄉新店村135號,05-3426178
H07,嘉義縣義竹鄉新富社區發展協會,楊擇焜,嘉義縣義竹鄉新富村78-1號,05-3418616
H08,嘉義縣義竹鄉仁里社區發展協會,邱來法,義竹鄉仁里村11鄰415號(仁里社區活動中心),05-3412250
H09,嘉義縣義竹鄉東過社區發展協會,胡飛虎,義竹鄉東過村9鄰100號,05-3436936
H10,嘉義縣義竹鄉平溪社區發展協會,黃慶哲,義竹鄉平溪村2鄰27-2號,05-3427059
H11,嘉義縣義竹鄉後鎮社區發展協會,張元賢,義竹鄉後鎮村4鄰34號,05-3426269
H12,嘉義縣義竹鄉龍蛟社區發展協會,黃振隆,義竹鄉龍蛟村11鄰170號,05-3421402
H13,嘉義縣義竹鄉北華社區發展協會,蔡源峻,義竹鄉北華村3鄰48-1號,05-3427989
H14,嘉義縣義竹鄉頭竹社區發展協會,黃正宏,義竹鄉頭竹村20鄰1號,05-3412221 05-3412763
H15,嘉義縣義竹鄉岸腳社區發展協會,涂院生,義竹鄉義竹村岸腳村10鄰76-3號,05-3416123
H16,嘉義縣義竹鄉六桂社區發展協會,翁安田   ,義竹鄉六桂村12鄰310號,05-2411389
H17,嘉義縣義竹鄉義竹社區發展協會,翁山鳳,義竹鄉義竹村13鄰117之1號,05-3412508
H18,嘉義縣義竹鄉埤前社區發展協會,黃淑雲,義竹鄉埤前村10鄰41號,05-3418302
H19,嘉義縣義竹鄉中平社區發展協會,謝勝麒,義竹鄉中平村6鄰29號,05-3413488
H20,嘉義縣義竹鄉官順社區發展協會,陳王麗環,義竹鄉官順村306號,05-3436009
H21,嘉義縣義竹鄉五厝社區發展協會,顏福在,義竹鄉五厝村2鄰81號,0937-303866
H22,嘉義縣義竹鄉官和社區發展協會,郭錦賢,義竹鄉官和村138號之1,05-3436699
I01,嘉義縣鹿草鄉西井社區發展協會,葉進崑,鹿草鄉西井村12鄰296號,05-3751918
I02,嘉義縣鹿草鄉下潭社區發展協會,郭海南  ,鹿草鄉光潭村8鄰56號,05-3651326
I03,嘉義縣鹿草鄉重寮社區發展協會(92.12.26.更名),徐麗玲,鹿草鄉西井村296號,05-3753276
I04,嘉義縣鹿草鄉鹿草社區發展協會,陳永昆,鹿草鄉西井村296號,05-3751570
I05,嘉義縣鹿草鄉三角社區發展協會,黃永吉,鹿草鄉三角村109-1號,05-3751587
I06,嘉義縣鹿草鄉光潭社區發展協會,吳登枝,鹿草鄉光潭村8鄰196-1號,05-3651295
I07,嘉義縣鹿草鄉碧潭社區發展協會,林國軒,鹿草鄉碧潭村18-3號,05-3651608
I08,嘉義縣鹿草鄉後寮社區發展協會,陳春生,鹿草鄉後寮村24號,05-3750842    
I09,嘉義縣鹿草鄉松竹社區發展協會,湯莉芳,鹿草鄉松竹村8鄰69號(鹿草鄉松竹社區活動中心)  ,05-3650906
I10,嘉義縣鹿草鄉竹山社區發展協會,蔡平和,鹿草鄉竹山村8鄰219-17號,05-3650087
I11,嘉義縣鹿草鄉豐稠社區發展協會,李美妙,鹿草鄉豐稠村10鄰30號,05-3621730
I12,嘉義縣鹿草鄉後堀社區發展協會,蔡享其,鹿草鄉後堀村25鄰65之2號,05-3751389
I13,嘉義縣鹿草鄉施家社區發展協會,李吳碧惠,鹿草鄉施家村88號,05-3753395
I14,嘉義縣鹿草鄉鹿東社區發展協會,林明課,鹿草鄉鹿東村5鄰238-2號,05-3755004
I15,嘉義縣鹿草鄉下麻社區發展協會,林文秀,鹿草鄉下麻村5鄰5-7號,05-3752631
J01,嘉義縣水上鄉大崙社區發展協會,沈建村,水上鄉大崙村18鄰49號,05-3713697
J02,嘉義縣水上鄉柳子林社區發展協會,蕭麗卿,水上鄉柳林村柳子林5鄰45號,
J03,嘉義縣水上鄉大堀社區發展協會,林武平,水上鄉大堀村1鄰11之2號,05-2684882
J04,嘉義縣水上鄉忠和社區發展協會,李元和,水上鄉忠和村7鄰77-1號,05-2892641
J05,嘉義縣水上鄉下寮社區發展協會,劉俊成,水上鄉下寮村8鄰48號,05-2360005
J06,嘉義縣水上鄉成功社區發展協會,陳芳立,水上鄉三界村196號之1,05-2308069
J07,嘉義縣水上鄉南鄉社區發展協會,李耀順,水上鄉南鄉村4鄰牛稠埔78-3號,05-2893376
J08,嘉義縣水上鄉中庄社區發展協會,張新德,水上鄉中庄村16鄰40-2號(中庄社區活動中心),05-2890568
J09,嘉義縣水上鄉南靖社區發展協會,羅茂興,水上鄉南和村南靖路8鄰11號,05-2683661
J10,嘉義縣水上鄉溪洲社區發展協會,廖紫芬,水上鄉溪洲村13鄰82-1號,05-2682102
J11,嘉義縣水上鄉回歸社區發展協會,張鏡苓,水上鄉回歸村13鄰建國四村61之1號,05-2367732
J12,嘉義縣水上鄉靖和社區發展協會（99.1.30經第4屆第1次會員大會同意改名為『嘉義縣水上鄉靖和/三鎮社區發展協會』）,蘇慶光,水上鄉靖和村45號2樓,05-2689899
J13,嘉義縣水上鄉三和社區發展協會,葉田,水上鄉三和村8鄰7-1號,05-2364720
J14,嘉義縣水上鄉民生社區發展協會,詹文和,水上鄉民生村信義街1號,05-2350304
J15,嘉義縣水上鄉寬士社區發展協會,蔡純如,水上鄉寬士村9鄰29-29號,05-2365223 05-2353470
J16,嘉義縣水上鄉義興社區發展協會,孫櫻瑄,水上鄉義興村1鄰57號,05-2890372
J17,嘉義縣水上鄉柳新社區發展協會,黃煌杰,水上鄉柳新村凌雲二村125-1號,05-2685290
J18,嘉義縣水上鄉柳鄉社區發展協會,詹慧玲,水上鄉柳鄉村5鄰柳子林92-1號,05-2685567
J19,嘉義縣水上鄉水上社區發展協會,林家逸,水上鄉水上村外林街78號,
J20,嘉義縣水上鄉塗溝社區發展協會,朱進丁,水上鄉塗溝村8鄰下塗溝1-6號,05-3715739
J21,嘉義縣水上鄉水頭社區發展協會,邱英豪,水上鄉水頭村吳竹街25號,05-2681091
J22,嘉義縣水上鄉龍德社區發展協會,林琨山,水上鄉龍德村3鄰十一指厝27號,05-2683703
J23,嘉義縣水上鄉粗溪社區發展協會,黃寶珍,水上鄉粗溪村8鄰119-1號,05-2685612
J24,嘉義縣水上鄉三鎮社區發展協會,鄭瑞龍  ,水上鄉三鎮村南靖車站44號,05-2687819
J25,嘉義縣水上鄉內溪社區發展協會,黃舜男,水上鄉內溪村32-1號,05-2686585
K01,嘉義縣中埔鄉義仁社區發展協會,黃榮義,中埔鄉義仁村挖仔厝30號旁,05-2531416
K02,嘉義縣中埔鄉金蘭社區發展協會,黃清廉,中埔鄉金蘭村金蘭社區活動中心,05-2534595
K03,嘉義縣中埔鄉沄水社區發展協會,羅芬鶯,中埔鄉沄水村11鄰19號,05-2536699
K04,嘉義縣中埔鄉瑞豐社區發展協會,沈進達,中埔鄉瑞豐村7鄰45號,05-2532296
K05,嘉義縣中埔鄉龍門社區發展協會,張寶堂,中埔鄉龍門村社區活動中心,05-2031620
K06,嘉義縣中埔鄉同仁社區發展協會,周嘉在,中埔鄉同仁社區活動中心,05-2535416
K07,嘉義縣中埔鄉裕民社區發展協會,翁永德  ,中埔鄉裕民村1鄰2-1號,05-2031368
K08,嘉義縣中埔鄉鹽館社區發展協會,沈美秀,中埔鄉鹽館村9鄰下庄仔7號,05-2535535
K09,嘉義縣中埔鄉深坑社區發展協會,邱成佑,中埔鄉深坑社區活動中心 中埔鄉深坑村9鄰85-2號,05-2536186
K10,嘉義縣中埔鄉石?社區發展協會,林聰柏,中埔鄉石?社區活動中心中埔鄉石?村13鄰22-1號,05-2538578 05-2531876
K11,嘉義縣中埔鄉頂埔社區發展協會,羅文成,中埔鄉頂埔村8鄰10之6號,05-2534695
K12,嘉義縣中埔鄉隆興社區發展協會,朱坤能,中埔鄉隆興村9鄰中正路515號,05-2533182
K13,嘉義縣中埔鄉社口社區發展協會,張再木,中埔鄉社口村9鄰番仔坑7-1號(社口社區活動中心),05-2538770
K14,嘉義縣中埔鄉和睦社區發展協會,劉永安,中埔鄉和睦村17鄰50-2號,05-2396263
K15,嘉義縣中埔鄉灣潭社區發展協會,陳耀宗,中埔鄉灣潭村客庄15鄰15-7號,05-2532108
K16,嘉義縣中埔鄉東興社區發展協會,曾正發,中埔鄉東興村5鄰凍仔腳25-1號,06-6822179
K17,嘉義縣中埔鄉中埔社區發展協會,曾忠立,中埔鄉中埔村128號,05-2531625
K18,嘉義縣中埔鄉興化?社區發展協會,張永樂,中埔鄉富收村興化部5-44號,05-2391785
K19,嘉義縣中埔鄉和興社區發展協會,張明村,中埔鄉和睦村16鄰630巷43-3號,05-2393676 
K20,嘉義縣中埔鄉中崙社區發展協會,施黃麗卿,中埔鄉中崙村4鄰28-1號,05-2530623
K21,嘉義縣中埔鄉和美社區發展協會,黃茂榮,中埔鄉和美村7鄰忠明路40巷8號,05-2394616
K22,嘉義縣中埔鄉三層社區發展協會,劉昆諺,中埔鄉三層村8鄰崎頭仔2-1號,05-2551238
K23,嘉義縣中埔鄉富收社區發展協會,王居來,中埔鄉富收村9鄰庄內8-1號,05-2391113
L01,嘉義縣竹崎鄉白杞社區發展協會,林慶勳,竹崎鄉白杞村4鄰42-1號,05-2770457
L02,嘉義縣竹崎鄉金獅社區發展協會,何響埼,竹崎鄉金獅村11鄰金獅寮31號,05-2566496
L03,嘉義縣竹崎鄉龍山社區發展協會,許澄俊,竹崎鄉龍山村14鄰大庭23號,05-2618345
L04,嘉義縣竹崎鄉緞繻社區發展協會,李明堂,竹崎鄉段繻村19鄰松腳50號,05-2630312
